UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U105586,5,7,1218.0,PR101019,Andriod,PR100812,3,2
U105587,1,2,1242.0,PR100196,Windows,PR100853,1,0
U105589,6,5,3389.0,PR100095,Windows,PR100933,6,0
U105590,0,0,1617.0,PR101882,Windows,PR101882,0,0
U105591,1,2,1194.0,PR100306,Windows,PR100015,1,0
U105592,26,4,2927.0,PR100390,Windows,PR100166,13,9
U105593,9,3,1192.0,PR100363,Windows,PR100192,3,6
U105594,32,13,1589.0,PR101151,Windows,PR101540,23,7
U105595,5,6,1613.0,PR100044,Windows,PR100353,2,1
U105596,3,3,1545.0,PR100833,Linux,PR100501,2,1
U105597,5,7,1265.0,PR100458,Windows,PR100456,0,4
U105598,4,5,2372.0,PR100014,Windows,PR101502,2,2
U105599,1,1,1338.0,PR100217,Andriod,,1,0
U105600,10,2,2015.0,PR100051,Andriod,PR100102,0,8
U105601,0,0,1570.0,PR100102,Windows,PR100102,0,0
U105603,7,8,1248.0,PR100166,Windows,PR100166,2,5
U105604,21,8,1204.0,PR100393,Windows,PR100102,14,6
U105605,16,17,1179.0,PR100169,Windows,PR100301,3,11
U105606,2,7,1218.0,PR100369,Windows,PR100051,1,0
U105607,5,5,2404.0,PR100498,Windows,PR100003,0,4
U105608,16,8,1914.0,PR100237,Windows,PR101181,6,7
U105610,49,24,1656.0,PR100390,Windows,PR100390,17,24
U105611,6,8,1440.0,PR101013,Windows,PR101013,1,5
U105612,9,2,1206.0,PR100240,Windows,PR100040,3,3
U105613,16,8,2129.0,PR100102,Andriod,PR100054,9,7
U105614,31,18,1226.0,,Windows,PR100086,10,15
U105615,0,1,1217.0,PR100850,Windows,PR100910,0,0
U105616,76,18,2335.0,PR101562,Windows,PR101789,4,61
U105617,92,17,1241.0,PR100017,Windows,PR100017,26,56
U105618,3,2,1570.0,PR100086,Andriod,PR101782,2,1
U105619,1,1,1293.0,PR100017,Andriod,PR100202,0,1
U105621,1,2,1213.0,PR100058,Windows,PR101041,1,0
U105622,0,0,1394.0,PR101792,Windows,,0,0
U105623,5,3,1568.0,PR100330,Windows,PR100330,4,1
U105624,1,5,1878.0,PR101194,Windows,PR100276,1,0
U105625,12,16,1210.0,PR102519,Windows,PR102519,10,1
U105626,13,2,1248.0,PR100251,Windows,PR100067,0,13
U105627,8,4,1215.0,PR100896,Andriod,PR100896,6,2
U105628,177,5,2933.0,PR100130,Mac OS X,PR101060,9,148
U105629,42,7,1175.0,PR100166,Windows,PR100166,20,17
U105630,0,1,2793.0,PR100846,Windows,,0,0
U105631,1,1,1201.0,PR100551,Windows,PR100102,1,0
U105632,0,1,2232.0,PR100397,Windows,PR100054,0,0
U105633,52,2,1273.0,PR100133,Windows,PR100020,0,46
U105634,2,2,2787.0,PR100312,Andriod,PR100527,1,0
U105635,0,0,1644.0,,Windows,PR100017,0,0
U105636,1,1,1954.0,PR100250,Windows,PR100661,1,0
U105637,0,0,2189.0,PR100036,Windows,,0,0
U105638,13,16,2058.0,,Windows,PR110374,8,4
U105640,2,1,1759.0,PR100340,Windows,PR100696,2,0
U105641,14,4,1818.0,PR100906,Windows,PR100133,0,13
U105642,4,4,1488.0,PR100017,Andriod,PR101242,1,3
U105643,2,2,1718.0,PR100495,Windows,PR100106,1,1
U105644,39,18,1890.0,PR100363,Windows,PR100094,12,21
U105645,26,10,2095.0,PR100275,Windows,PR101554,5,19
U105646,0,0,1485.0,PR100481,Andriod,PR100788,0,0
U105647,1,1,1428.0,PR100872,Andriod,PR100115,0,1
U105648,3,3,1250.0,PR100069,Linux,PR100030,3,0
U105649,2,4,1241.0,PR100974,Windows,PR100200,2,0
U105651,0,0,1182.0,PR100298,Windows,PR100743,0,0
U105652,0,0,1225.0,PR100070,Andriod,PR100134,0,0
U105653,0,0,1219.0,PR100166,Andriod,PR102804,0,0
U105654,3,3,1523.0,PR100106,Windows,PR100082,2,1
U105655,38,22,1731.0,PR100390,Windows,PR100166,22,13
U105656,4,4,1338.0,PR102072,Andriod,PR100200,2,2
U105657,5,9,1268.0,PR101838,Windows,PR101181,2,0
U105658,26,16,1188.0,PR100086,Windows,PR100308,3,16
U105659,1,3,2332.0,PR101058,Andriod,PR101637,1,0
U105660,3,2,1220.0,PR100736,Windows,PR100736,1,2
U105661,2,5,1244.0,PR100732,Andriod,PR100010,2,0
U105662,10,3,1209.0,PR100690,Andriod,,1,8
U105663,38,7,1353.0,PR102375,Andriod,PR100017,8,26
U105664,1,5,2277.0,PR101498,Windows,PR100122,1,0
U105665,16,13,1244.0,PR100876,Andriod,PR100231,7,8
U105667,1,1,1569.0,PR100792,Andriod,PR101111,1,0
U105668,2,1,2557.0,PR100885,Windows,PR100895,0,1
U105669,0,2,1262.0,PR100047,Windows,PR100676,0,0
U105670,4,3,1248.0,,Windows,PR100219,3,1
U105671,6,2,1189.0,PR100073,Andriod,PR100890,6,0
U105672,3,3,1473.0,PR100070,Windows,PR100145,2,0
U105673,1,1,1201.0,PR100822,Windows,PR100920,1,0
U105674,5,5,1918.0,PR100044,Windows,PR100515,1,4
U105675,0,0,1588.0,PR100145,Windows,PR100850,0,0
U105676,2,1,1350.0,PR100108,Andriod,PR100036,2,0
U105677,2,1,1352.0,PR100276,Windows,PR101243,1,1
U105678,0,2,1181.0,PR100086,Windows,PR100017,0,0
U105679,1,2,1868.0,PR100540,Windows,PR100101,1,0
U105680,4,4,2025.0,PR100166,Windows,PR100004,3,0
U105681,15,8,1442.0,PR100017,Windows,PR100220,4,9
U105682,1,7,1804.0,PR100089,Windows,PR100871,1,0
U105683,7,3,1375.0,PR100017,Andriod,PR100458,2,5
U105684,57,9,1506.0,PR100872,Mac OS X,PR100209,2,49
U105685,0,0,1893.0,PR100051,Mac OS X,PR100051,0,0
U105686,0,2,1249.0,PR100102,Andriod,PR100481,0,0
U105687,3,2,1475.0,PR100017,Windows,PR100017,2,1
U105688,151,15,1230.0,PR100102,Windows,PR100363,11,119
U105689,1,0,1355.0,PR101619,Andriod,PR100562,0,1
U105690,37,14,1233.0,PR100017,Windows,PR100096,13,16
U105691,1,2,1203.0,PR100005,Windows,PR100166,1,0
U105692,3,3,1218.0,PR100355,Windows,PR100142,1,1
U105693,2,1,1718.0,PR100055,Windows,PR100086,2,0
U105694,16,13,1682.0,PR101744,Windows,PR100025,7,6
U105695,1,1,1409.0,,Ubuntu,PR100045,1,0
U105696,9,7,1355.0,PR100017,Windows,PR100166,5,2
U105697,2,3,2273.0,PR100849,Windows,PR100086,2,0
U105698,1,2,1221.0,,Mac OS X,PR100870,1,0
U105699,18,9,1736.0,PR101112,Windows,PR101772,3,11
U105700,0,0,1755.0,PR100102,Andriod,PR100102,0,0
U105701,4,1,1232.0,PR100352,Andriod,PR100145,4,0
U105702,20,4,1215.0,PR100054,Windows,PR100054,5,12
U105704,3,3,1387.0,PR100390,Windows,PR100885,1,2
U105705,17,6,1507.0,PR100166,Windows,PR100017,3,13
U105706,1,2,1991.0,PR100083,Andriod,PR100083,0,0
U105707,16,2,1318.0,PR103246,Ios,PR108665,0,15
U105708,5,3,1326.0,PR100250,Windows,PR100089,5,0
U105710,3,6,1200.0,PR100182,Andriod,PR100616,2,0
U105711,23,5,1182.0,PR100017,Andriod,PR100017,5,15
U105712,3,2,1181.0,PR100187,Windows,PR100166,2,0
U105713,19,7,1249.0,PR100036,Windows,PR100036,4,13
U105714,9,8,1207.0,PR100355,Windows,PR100142,4,5
U105715,3,2,1450.0,PR100088,Windows,PR100743,0,3
U105716,16,9,1252.0,PR100390,Windows,,7,8
U105717,14,2,1211.0,PR100374,Windows,PR100374,1,11
U105718,5,3,1953.0,PR102158,Windows,,3,2
U105719,4,2,1194.0,PR100301,Andriod,PR100319,3,1
U105720,15,6,1716.0,PR101207,Windows,PR100263,3,10
U105721,1,3,2312.0,PR100870,Windows,PR101026,1,0
U105722,17,25,1653.0,PR100656,Windows,PR100319,7,7
U105723,108,32,1480.0,PR100287,Linux,PR100017,22,73
U105724,4,4,1711.0,PR101148,Andriod,PR100115,3,1
U105725,2,2,1181.0,PR100182,Andriod,PR100115,1,1
U105726,60,15,1513.0,PR101219,Windows,PR101086,8,42
U105727,30,14,1203.0,PR100363,Windows,PR100363,9,19
U105728,0,0,1221.0,PR100102,Andriod,PR100023,0,0
U105729,1,1,1201.0,PR100085,Andriod,PR100251,0,1
U105730,1,14,1265.0,PR100123,Windows,PR100123,1,0
U105731,2,3,1857.0,PR100335,Mac OS X,PR100017,1,0
U105732,4,2,2253.0,PR100166,Mac OS X,PR101239,4,0
U105733,2,2,1181.0,PR100025,Andriod,PR100010,2,0
U105734,40,14,1305.0,PR100123,Andriod,PR100017,6,27
U105735,33,20,1981.0,PR100142,Windows,PR100747,22,8
U105736,3,5,1627.0,PR100234,Andriod,PR100317,3,0
U105737,17,2,1191.0,PR100102,Andriod,PR100102,2,9
U105738,2,1,1231.0,PR100102,Andriod,PR100206,2,0
U105739,2,2,2210.0,PR100483,Windows,,1,1
U105740,2,2,2159.0,PR100073,Mac OS X,PR100073,0,2
U105741,56,26,1917.0,PR100486,Windows,PR100187,26,25
U105742,0,1,1183.0,PR101814,Andriod,PR100743,0,0
U105743,12,5,1238.0,PR100025,Windows,PR100044,5,6
U105744,0,0,1958.0,PR100209,Windows,PR100052,0,0
U105745,5,8,1335.0,PR100363,Windows,,4,1
U105746,60,15,2332.0,PR100123,Windows,PR100988,27,25
U105747,5,2,2668.0,PR100166,Andriod,,5,0
U105748,2,1,1192.0,PR100739,Windows,PR100739,1,1
U105749,9,9,1944.0,PR100095,Windows,PR100095,3,3
U105750,5,3,1422.0,PR100841,Windows,PR100724,4,1
U105751,1,1,1190.0,PR100562,Andriod,PR100719,1,0
U105752,6,2,1255.0,PR100085,Andriod,PR100522,5,0
U105753,0,0,1307.0,PR100017,Andriod,PR100017,0,0
U105754,2,2,1717.0,PR101582,Andriod,PR100051,1,1
U105755,17,3,1664.0,PR100431,Linux,PR100431,1,12
U105756,5,2,1698.0,PR100144,Andriod,,0,5
U105757,4,7,1595.0,PR101479,Andriod,PR101546,3,0
U105758,2,1,1195.0,PR100200,Andriod,PR100010,0,2
U105760,1,1,1203.0,PR100283,Windows,PR100237,1,0
U105761,1,1,1181.0,PR100234,Andriod,,1,0
U105762,3,1,1582.0,PR100233,Windows,PR100113,1,2
U105763,3,14,1218.0,PR100006,Windows,PR100152,1,2
U105764,6,8,1307.0,PR100880,Windows,PR100166,2,3
U105765,0,0,1176.0,PR100014,Andriod,PR100225,0,0
U105766,1,0,2501.0,,Andriod,PR100017,1,0
U105767,0,0,1355.0,PR100134,Windows,PR100044,0,0
U105768,16,10,2682.0,PR101049,Linux,,5,6
U105769,0,0,1241.0,PR100145,Andriod,PR100251,0,0
U105770,2,2,1261.0,PR100051,Andriod,,2,0
U105771,12,4,1238.0,PR100747,Windows,PR100374,1,10
U105772,6,2,2633.0,PR102875,Windows,PR100199,0,5
U105773,2,2,1198.0,PR100130,Mac OS X,PR100166,1,0
U105774,13,7,1612.0,PR100515,Windows,PR100515,8,4
U105775,114,20,1183.0,PR101042,Windows,PR101042,9,90
U105776,2,3,1207.0,PR100654,Andriod,PR100654,0,2
U105777,4,4,1300.0,PR100390,Andriod,PR101194,1,2
U105778,55,53,1460.0,PR100390,Windows,,26,20
U105779,9,8,2586.0,PR100614,Windows,PR100872,4,4
U105780,13,5,2217.0,PR100166,Windows,PR100017,2,8
U105781,51,6,1217.0,PR105517,Windows,PR101070,2,40
U105782,6,7,2191.0,PR100017,Andriod,PR100664,5,1
U105783,5,3,2438.0,PR100208,Andriod,PR100208,2,2
U105784,11,7,1254.0,PR100276,Linux,PR100072,2,5
U105785,12,4,1197.0,PR102001,Andriod,PR102388,5,4
U105786,0,0,3389.0,PR100050,Andriod,PR100413,0,0
U105787,1,1,1571.0,PR100642,Andriod,PR101003,0,1
U105788,21,10,1902.0,PR100515,Andriod,PR100551,7,14
U105789,0,0,1243.0,PR100287,Windows,PR100522,0,0
U105790,3,3,1528.0,PR100121,Windows,PR100912,3,0
U105791,11,8,1349.0,PR100145,Windows,PR100017,4,5
U105792,5,5,1554.0,PR100017,Windows,PR100102,1,4
U105793,1,4,1396.0,PR102246,Mac OS X,PR100166,1,0
U105794,3,1,1356.0,PR100070,Windows,PR100051,0,2
U105795,0,0,1736.0,PR100234,Andriod,PR100312,0,0
U105796,5,4,1275.0,PR100551,Windows,PR100145,2,1
U105797,2,1,1513.0,PR101173,Windows,PR100017,2,0
U105798,4,8,1204.0,PR100321,Andriod,PR100707,4,0
U105799,0,0,1386.0,PR101575,Windows,PR100209,0,0
U105800,4,5,1262.0,PR100025,Andriod,PR100102,2,2
U105801,2,1,1245.0,PR100510,Windows,PR100166,1,1
U105802,13,12,1179.0,PR100102,Windows,PR100509,9,3
U105803,0,5,1305.0,PR100488,Andriod,PR100187,0,0
U105804,1,1,1824.0,PR100495,Windows,PR100000,1,0
U105805,0,0,1854.0,PR100189,Windows,PR100919,0,0
U105806,7,9,1467.0,,Windows,,3,2
U105807,4,6,1592.0,PR100003,Windows,PR101637,3,1
U105808,3,6,2027.0,PR100025,Windows,PR100317,2,0
U105809,5,3,1227.0,PR100113,Windows,PR100044,3,2
U105810,0,2,1411.0,PR100751,Andriod,PR100037,0,0
U105811,42,15,1654.0,PR100017,Windows,PR100017,9,23
U105812,0,1,1232.0,PR100430,Linux,,0,0
U105813,2,1,1235.0,PR100250,Windows,PR100872,0,2
U105814,22,7,1811.0,PR101217,Linux,PR101144,14,4
U105815,0,0,1279.0,PR100458,Andriod,PR100019,0,0
U105816,1,2,1440.0,PR100044,Mac OS X,PR100253,1,0
U105817,34,12,1219.0,PR100450,Windows,PR100450,15,17
U105818,8,13,1242.0,PR100145,Windows,PR100017,2,4
U105819,1,1,1996.0,PR100747,Windows,PR100359,0,1
U105820,12,12,1235.0,,Windows,PR100020,7,2
U105821,4,2,1280.0,PR100807,Ubuntu,PR100390,1,2
U105822,25,11,1228.0,PR100390,Mac OS X,PR100661,1,22
U105823,5,6,1179.0,PR100182,Andriod,PR100062,2,1
U105824,1,1,1626.0,PR101003,Andriod,PR103498,1,0
U105825,1,1,2249.0,PR100606,Windows,PR100017,1,0
U105826,2,1,1211.0,PR100136,Windows,PR100929,2,0
U105827,1,1,1363.0,PR100285,Windows,PR100435,1,0
U105828,0,0,1766.0,PR100340,Windows,PR100631,0,0
U105829,6,5,1710.0,PR100145,Windows,PR100251,4,2
U105830,0,0,1524.0,PR100753,Windows,PR100094,0,0
U105832,1,1,1214.0,PR100010,Andriod,PR100052,1,0
U105833,3,1,1954.0,,Windows,PR101293,1,0
U105834,4,1,1811.0,,Windows,PR100145,2,1
U105835,1,3,1178.0,PR100145,Windows,PR101744,1,0
U105836,49,9,1644.0,PR100134,Andriod,PR100196,15,27
U105837,19,4,1323.0,PR100025,Andriod,PR100707,1,13
U105838,1,1,1198.0,PR100017,Windows,PR100200,0,1
U105839,3,3,1258.0,PR100657,Andriod,PR100145,0,2
U105840,9,8,1692.0,PR101042,Windows,PR100017,2,5
U105841,14,9,1222.0,PR100071,Windows,PR100508,3,11
U105842,46,8,2898.0,PR100083,Windows,PR100113,5,35
U105843,5,6,1196.0,PR100612,Andriod,,5,0
U105844,39,13,1244.0,PR101330,Windows,PR100166,19,15
U105845,9,3,1823.0,PR100276,Mac OS X,,2,5
U105846,4,3,1449.0,PR100333,Mac OS X,PR100200,2,0
U105847,25,3,3089.0,PR100025,Mac OS X,PR100219,1,22
U105848,4,2,1181.0,PR100182,Andriod,PR100453,3,1
U105849,6,4,1185.0,PR100578,Andriod,PR100910,2,3
U105850,6,4,1456.0,,Windows,PR100166,3,2
U105851,0,0,1803.0,PR100017,Andriod,PR100074,0,0
U105852,3,3,2123.0,PR100102,Windows,PR100102,0,1
U105853,3,3,1344.0,PR100130,Andriod,PR100782,3,0
U105854,27,24,3052.0,PR100051,Windows,PR100787,10,12
U105855,26,3,1240.0,PR100017,Andriod,PR100017,7,14
U105856,0,4,1240.0,PR100095,Windows,PR100072,0,0
U105857,1,2,1541.0,PR100028,Andriod,PR100102,0,1
U105858,2,2,1185.0,PR100060,Andriod,PR100119,2,0
U105859,9,5,1222.0,PR100390,Windows,PR100715,3,6
U105860,1,2,1185.0,PR100307,Windows,PR100044,0,0
U105862,5,2,1185.0,PR102013,Windows,PR102013,0,4
U105863,4,2,1220.0,PR100489,Windows,PR100060,3,0
U105864,1,1,1900.0,PR100181,Windows,PR100591,0,1
U105865,0,0,1571.0,PR100606,Windows,PR100023,0,0
U105866,2,2,2079.0,PR100612,Windows,,0,1
U105867,24,42,1409.0,,Windows,PR100469,2,21
U105868,0,0,1245.0,PR100434,Windows,PR100017,0,0
U105869,1,1,1177.0,PR100063,Windows,PR100743,1,0
U105870,2,2,1189.0,PR100880,Windows,PR101369,1,1
U105871,29,13,1868.0,,Mac OS X,PR100785,13,8
U105872,2,6,2235.0,PR101271,Andriod,PR101271,2,0
U105873,19,2,1184.0,PR100152,Windows,PR100152,3,11
U105874,1,5,1712.0,PR100957,Windows,PR100217,1,0
U105875,29,3,1303.0,PR100036,Mac OS X,PR100036,1,24
U105876,0,0,1198.0,PR100017,Windows,PR100219,0,0
U105877,31,15,1628.0,PR100910,Windows,PR100910,17,11
U105878,3,2,1193.0,PR101097,Andriod,PR108575,0,3
U105879,6,4,2022.0,PR100390,Andriod,PR101814,4,0
U105880,0,0,1187.0,PR100050,Windows,PR100074,0,0
U105881,83,18,1181.0,PR100017,Windows,PR100122,16,55
U105882,3,3,1510.0,PR100184,Andriod,PR100185,2,0
U105883,0,4,1205.0,PR100697,Windows,,0,0
U105885,3,2,1187.0,PR100025,Andriod,,3,0
U105886,51,24,1781.0,PR100017,Linux,PR100673,17,23
U105887,17,2,1193.0,PR100906,Windows,,3,13
U105888,0,0,1328.0,PR100137,Windows,PR100102,0,0
U105889,0,0,1185.0,PR100551,Windows,PR100209,0,0
U105890,21,15,1726.0,PR100044,Linux,PR100147,10,10
U105891,1,1,1179.0,PR101003,Windows,,1,0
U105892,0,0,1331.0,PR100268,Ubuntu,PR101292,0,0
U105893,44,7,1302.0,PR100456,Windows,PR101475,10,25
U105894,5,5,1254.0,PR100085,Windows,,4,1
U105895,3,2,1262.0,PR101058,Andriod,PR100324,3,0
U105896,8,8,1184.0,PR100017,Windows,PR100017,3,4
U105897,11,8,1643.0,PR101030,Windows,PR101030,1,7
U105898,4,1,1332.0,PR100055,Windows,PR100055,2,2
U105899,1,1,1528.0,PR100445,Windows,PR100406,1,0
U105900,0,0,1650.0,PR100017,Windows,PR100097,0,0
U105901,0,0,2230.0,PR100565,Windows,PR101026,0,0
U105902,0,0,1188.0,PR100481,Windows,PR100850,0,0
U105903,1,4,2443.0,PR100063,Mac OS X,PR100450,1,0
U105904,0,0,1474.0,PR100044,Linux,PR100017,0,0
U105905,23,4,1270.0,PR100020,Ubuntu,PR100437,0,22
U105906,1,1,1192.0,PR100106,Windows,PR100202,1,0
U105908,5,3,1602.0,PR100401,Windows,PR100071,3,2
U105909,3,3,1326.0,PR100263,Linux,PR100079,1,2
U105910,2,2,1181.0,PR100036,Andriod,PR100187,0,1
U105911,5,2,1684.0,PR100923,Windows,PR100023,1,4
U105912,17,8,1206.0,PR100200,Windows,PR100102,2,12
U105913,10,2,1715.0,PR100936,Windows,PR100308,0,8
U105914,2,1,1274.0,PR100102,Ios,PR100102,1,0
U105915,0,6,1181.0,PR100017,Windows,PR100122,0,0
U105916,2,2,1531.0,PR100017,Andriod,PR100250,1,1
U105917,16,11,1200.0,PR100166,Andriod,PR100102,3,8
U105918,1,1,2248.0,PR101374,Windows,PR100055,0,1
U105919,1,0,1416.0,,Andriod,PR100102,1,0
U105920,0,0,2066.0,PR100200,Andriod,PR100043,0,0
U105921,5,4,2226.0,PR100515,Ios,PR100113,3,2
U105922,20,7,1652.0,PR100209,Windows,,11,9
U105923,7,2,2520.0,PR100758,Windows,PR100055,2,5
U105924,19,5,1188.0,,Windows,PR100354,3,13
U105925,1,3,1336.0,PR100017,Windows,PR100017,1,0
U105926,3,2,1352.0,PR100017,Windows,PR100209,2,0
U105927,3,2,1526.0,PR100017,Windows,PR100113,0,2
U105928,28,2,1473.0,PR100189,Windows,PR100189,9,17
U105929,0,0,1312.0,PR100567,Andriod,,0,0
U105930,0,0,1627.0,PR100121,Windows,PR100251,0,0
U105931,2,4,1532.0,PR100258,Andriod,PR100258,2,0
U105932,0,0,1198.0,PR100080,Windows,PR100057,0,0
U105933,2,2,1427.0,PR100044,Linux,PR100578,1,1
U105934,11,2,1206.0,PR100166,Windows,PR100060,0,7
U105935,27,11,1847.0,PR100145,Windows,PR100145,11,14
U105936,6,7,1311.0,PR100710,Windows,PR100076,2,3
U105938,29,23,1196.0,,Windows,PR102519,4,19
U105939,55,21,1263.0,PR100942,Windows,PR100498,21,24
U105940,1,1,1180.0,PR102429,Andriod,PR110697,1,0
U105941,0,0,1462.0,PR100906,Windows,PR100123,0,0
U105942,2,4,1212.0,PR100469,Andriod,PR100885,2,0
U105943,7,11,1302.0,PR100682,Windows,PR100102,5,1
U105944,3,2,1198.0,,Windows,PR100044,3,0
U105945,0,1,2151.0,PR102119,Andriod,PR100409,0,0
U105946,3,5,1225.0,PR100087,Windows,PR100481,1,1
U105947,3,2,1301.0,PR100453,Windows,PR100060,1,2
U105948,0,0,1178.0,PR101637,Windows,PR100688,0,0
U105950,2,2,1428.0,PR100182,Andriod,PR100622,1,1
U105951,2,4,1229.0,PR100771,Windows,PR100522,1,0
U105952,3,3,1614.0,,Windows,PR100219,3,0
U105953,2,5,2236.0,PR100312,Windows,PR100000,2,0
U105954,12,12,1546.0,PR100017,Windows,PR100272,0,7
U105955,0,1,1508.0,,Windows,PR100631,0,0
U105956,0,0,1212.0,PR100767,Windows,,0,0
U105959,6,5,1185.0,PR100872,Windows,PR100055,3,1
U105960,5,4,3026.0,PR100707,Windows,PR100102,2,3
U105961,10,2,1239.0,PR100320,Windows,PR100320,1,6
U105962,21,8,1176.0,PR100086,Windows,PR101054,7,14
U105963,32,13,1623.0,PR100166,Windows,PR100166,8,20
U105964,0,0,1224.0,PR100000,Mac OS X,PR100150,0,0
U105965,4,5,1286.0,PR100182,Andriod,PR100413,4,0
U105966,0,0,1638.0,PR101011,Andriod,PR100017,0,0
U105967,6,10,1175.0,PR100283,Windows,PR100283,2,3
U105968,5,4,1489.0,PR100147,Windows,PR100020,3,1
U105969,31,25,1234.0,PR100072,Windows,PR100579,9,21
U105970,269,7,1611.0,PR100522,Mac OS X,,1,229
U105971,1,3,1566.0,PR100192,Windows,,1,0
U105972,4,15,3014.0,PR100025,Andriod,PR100286,4,0
U105973,2,2,1344.0,PR100027,Windows,PR100126,1,0
U105974,2,1,2203.0,PR100101,Windows,PR107132,1,1
U105975,2,1,1256.0,PR100130,Windows,PR100177,2,0
U105977,2,4,3301.0,PR100137,Windows,PR100474,0,2
U105978,15,15,1299.0,PR100792,Windows,PR101707,8,5
U105979,1,1,1292.0,PR100705,Andriod,PR102247,0,0
U105980,2,1,1192.0,PR100047,Mac OS X,PR100047,1,1
U105981,7,2,1212.0,,Linux,PR101109,1,6
U105982,145,51,2095.0,,Windows,PR100044,36,85
U105983,59,17,1285.0,,Windows,PR100003,18,29
U105984,0,0,1183.0,PR100591,Windows,PR100591,0,0
U105985,0,0,1177.0,PR101721,Andriod,PR100073,0,0
U105986,38,62,1265.0,PR101042,Windows,PR100506,13,21
U105987,13,5,1574.0,PR100044,Windows,PR101457,7,5
U105988,10,3,1185.0,PR100130,Windows,PR100130,2,6
U105989,2,4,1571.0,PR100707,Windows,PR101608,2,0
U105990,1,1,1177.0,PR100674,Andriod,PR100115,1,0
U105991,1,1,1463.0,PR100177,Windows,,1,0
U105992,13,2,1177.0,PR100145,Mac OS X,PR100469,0,11
U105993,9,3,1400.0,,Windows,PR100017,3,6
U105994,4,3,1972.0,PR100312,Windows,PR100072,1,2
U105995,53,25,1523.0,PR101562,Windows,,9,34
U105996,3,3,1251.0,PR100470,Andriod,PR100470,3,0
U105997,2,3,1669.0,PR100153,Andriod,PR100281,0,0
U105998,4,2,2794.0,PR101904,Windows,PR100014,3,0
U105999,1,2,1231.0,PR100025,Andriod,PR100128,1,0
U106000,8,4,1262.0,PR100009,Windows,PR100086,3,5
U106001,28,17,1281.0,PR100390,Windows,PR100105,10,12
U106002,0,0,1236.0,PR100193,Mac OS X,PR100139,0,0
U106003,0,0,1249.0,PR100113,Windows,PR100113,0,0
U106004,3,2,2073.0,PR100060,Andriod,PR100558,2,0
U106005,0,0,1183.0,PR100590,Windows,PR100590,0,0
U106006,11,2,1243.0,PR100924,Mac OS X,PR100241,1,8
U106007,3,3,2278.0,PR100019,Windows,PR100841,3,0
U106008,1,1,1333.0,,Andriod,PR100715,1,0
U106009,12,12,1635.0,PR100301,Windows,PR100005,1,9
U106010,1,12,1244.0,PR108909,Windows,,1,0
U106011,92,22,1188.0,PR100017,Windows,PR100102,12,69
U106012,0,0,1273.0,PR100166,Andriod,PR100192,0,0
U106013,0,0,1233.0,PR101379,Windows,,0,0
U106014,85,17,1246.0,PR100287,Windows,PR100040,18,55
U106015,1,1,1236.0,PR100881,Windows,PR100590,1,0
U106016,11,5,1379.0,PR100551,Andriod,PR100044,3,7
U106017,22,2,1241.0,PR100119,Linux,PR100345,0,20
U106018,1,1,1199.0,PR100120,Windows,PR100420,1,0
U106019,5,3,2571.0,PR100019,Windows,PR100019,1,3
U106020,7,5,1241.0,PR100870,Fedora,PR100870,1,5
U106021,3,3,1980.0,PR101042,Windows,PR100115,2,1
U106022,3,1,1185.0,,Andriod,PR100152,1,2
U106023,48,46,1906.0,PR100017,Windows,PR101045,11,26
U106024,0,0,1284.0,PR100188,Andriod,PR100719,0,0
U106025,23,7,1569.0,PR101042,Windows,PR101367,5,17
U106026,0,0,1311.0,PR100083,Linux,PR100350,0,0
U106027,23,9,1359.0,PR101045,Andriod,PR100017,6,13
U106028,0,0,1874.0,PR100333,Mac OS X,PR100333,0,0
U106029,2,5,1219.0,PR100088,Windows,PR100362,2,0
U106030,9,5,1272.0,PR100060,Andriod,PR102901,3,5
U106032,0,0,1261.0,PR100504,Andriod,PR100504,0,0
U106033,0,4,1510.0,PR100192,Windows,PR100483,0,0
U106034,12,5,1321.0,,Windows,PR100013,0,8
U106035,3,9,1984.0,PR100025,Windows,,2,0
U106036,9,10,1190.0,PR100055,Windows,PR100212,6,0
U106037,14,4,1797.0,PR100061,Windows,PR100102,2,10
U106038,1,3,1175.0,PR100240,Andriod,PR100769,1,0
U106039,4,4,1188.0,PR100406,Windows,PR101505,0,1
U106040,4,7,1219.0,PR100529,Windows,PR100363,1,2
U106041,9,4,1230.0,PR100224,Windows,PR100224,3,4
U106042,0,0,1954.0,PR100061,Linux,PR100328,0,0
U106043,1,1,1180.0,PR100113,Windows,PR100773,1,0
U106044,8,5,1764.0,PR100166,Windows,PR100166,4,2
U106045,2,2,1184.0,PR100962,Windows,PR100102,2,0
U106046,0,0,1384.0,PR100017,Windows,PR100074,0,0
U106047,2,2,1924.0,PR101044,Windows,PR100558,1,0
U106048,0,0,2025.0,PR100145,Windows,PR100275,0,0
U106049,35,12,1223.0,PR100166,Windows,PR100166,13,19
U106050,1,2,2367.0,PR100758,Windows,PR100052,1,0
U106051,30,3,1466.0,PR100590,Windows,PR100024,2,25
U106052,21,11,1746.0,PR100945,Andriod,PR100945,13,4
U106053,11,4,1367.0,PR100486,Windows,PR100486,4,4
U106054,0,0,1184.0,PR100234,Andriod,PR100312,0,0
